category,true_label,pred_label,confidence,text_len_words,text
FP,0,1,0.7605,6,what are you studying there ?
FP,0,1,0.8757,6,what city are you from ?
TP,1,1,0.7792,9,i cannot wait to start my new life .
TN,0,0,0.4586,16,"we were near corpus christi , victoria i believe was the name of the town ."
TP,1,1,0.7766,4,i've two dogs .
TN,0,0,0.2265,18,"mmmm chocolate cake with lots of extra frosting . . . oh , sorry , got distracted ."
FP,0,1,0.7934,6,"labor work , very energy demanding"
FN,1,0,0.3555,15,i work as a general manager at a grocery store . what about you ?
FP,0,1,0.8625,15,once . you cannot even throw a gum wrapper or you can get arrested .
TP,1,1,0.6408,15,wow exciting . i don't like the creek at night i'm scared of the dark
FP,0,1,0.723,6,are you male or female ?
FP,0,1,0.5404,13,looking online for some new shoes . are you up to anything ?
FP,0,1,0.834,18,"wow , maybe you can get them interested in some other hobbies . do they like cars ?"
FN,1,0,0.4113,5,oh no i am sorry
TP,1,1,0.7985,6,i've a dog named george .
FP,0,1,0.9311,8,i don't but my dad is a cop
TP,1,1,0.9054,6,i listen to death metal .
FP,0,1,0.5269,11,i'll let you borrow my black car to get there !
TP,1,1,0.8266,5,i like to swim .
FP,0,1,0.7344,14,i really really like love living in texas . tell me about yourself .
TP,1,1,0.8396,8,i ve never been to the city .
TP,1,1,0.7729,14,"it is hard to swim since i am missing a toe , pinky ."
TP,1,1,0.5572,14,hey i'm doing great . pizza sounds good i really like tuna fish salad
FP,0,1,0.858,16,"starbucks , tim hortons , or dunkin . perhaps a place i do not know ."
TP,1,1,0.8274,4,i've two nephews .
FP,0,1,0.7091,7,hi there ! tell me about yourself
TP,1,1,0.88,5,my car is pink .
TN,0,0,0.3227,14,i've not ventured into employment yet in fashion . too much to do .
TP,1,1,0.7598,6,i'm a 19 year old alcoholic
FP,0,1,0.6354,7,"hi , how are you today ?"
FP,0,1,0.6848,10,no all my videos are of how to apply makeup
TP,1,1,0.8716,14,"people though i should play basketball because of my height , i prefer weightlifting"
FP,0,1,0.926,5,well maybe they like it
TN,0,0,0.4569,5,that's really nice of them
FP,0,1,0.7183,12,"every place has fish , you just have to find the ponds"
FP,0,1,0.7717,9,okay but i was published in new yorker once
TP,1,1,0.8147,7,i like to shoot a bow .
FN,1,0,0.4478,13,i am a college student who is a full time working mom .
FP,0,1,0.5265,9,"yeah , its been tough and feeling quite paranoid"
TP,1,1,0.8993,13,i am kinda afraid of heights so not sure flying is for me
FP,0,1,0.5852,16,"coolio . i play this video game character online , pretty famous for it now ."
TP,1,1,0.9142,7,i love owning nice office supplies .
TN,0,0,0.2238,11,"how lovely , mine is 2 miles up the road ."
TN,0,0,0.372,18,cool ! i watched a video on dc about gravity last week instead of my favorite futurama .
FN,1,0,0.3468,13,i am good ! it is summer time the best time of year
TP,1,1,0.8339,12,i'm always baking for the old people in my retirement home .
FP,0,1,0.6508,8,all i can think about is moving away
FN,1,0,0.3658,14,since being a vegetarian i feel its important to instruct people how to eat
TP,1,1,0.5209,15,hello do u like animals i have a kitten named leela very cute kitten too
TP,1,1,0.8317,11,i have never traveled to japan i'd like to some day
TP,1,1,0.6451,16,i'm 29 now and have adored them for years . i'm near boston . you ?
FN,1,0,0.4532,7,i know . i'm a parent too
FN,1,0,0.3174,20,yeah i bet we would . i like hunting but i do not kill animals . i'm weird like that
TP,1,1,0.9287,7,i never learned how to write .
FP,0,1,0.5116,13,you are most welcome . my children are my reason for living .
TP,1,1,0.87,11,i love baseball and am a die hard tigers fan .
TP,1,1,0.5685,13,i'm doing great ! i just got a red pair of headsets .
FN,1,0,0.2935,18,you aren't the kids father . vera isn't nice . i'm at the library now . you ?
TP,1,1,0.6184,11,nope i am not . where are you working now ?
TP,1,1,0.7694,8,"i am from british colombia , in vancouver"
FN,1,0,0.3649,16,i've visited new york and i agree it is nice i prefer to be rural areas
TP,1,1,0.6153,9,i'm in the virginia . where are you ?
TN,0,0,0.4501,10,it is just really entertaining to watch to be honest
FN,1,0,0.2741,18,"i don't work , i guess i am an investor . i've waited tables in the past ."
FP,0,1,0.6285,16,"no , just them . it was lonely growing up . do you have siblings ?"
FP,0,1,0.8463,16,"no i had to learn in school , my mother would drop me off before nursing"
TP,1,1,0.8225,13,on the island that i live on there are many places to shop
FP,0,1,0.6822,9,"the shadowy horses , horror novels are my favorite"
FP,0,1,0.7726,12,"28 , and it is a learned lesson as a mother ."
FP,0,1,0.5288,7,peace and luck be with you .
TP,1,1,0.5504,10,i'm doing good . just cooking dinner . love cooking
FP,0,1,0.8456,13,it is he loves it i also read shark books to him .
TN,0,0,0.3328,15,i really like it so far . i enjoy writing in my spare time .
TP,1,1,0.7533,15,not today . i like it dipped in sauce bang bang shrimp is the recipe
TP,1,1,0.5285,11,"i enjoy making friends and exercising , how about you ?"
TP,1,1,0.9117,4,i hate carrots .
FP,0,1,0.6131,7,"hello , how are you today ?"
FP,0,1,0.6989,10,wow got some height on you . do you work
TP,1,1,0.8513,7,i train horses for a living .
FP,0,1,0.8148,14,christmas is great . do you spend it at home with your parents ?
TP,1,1,0.7925,7,i live alone in a cabin .
FP,0,1,0.8293,7,hi . where are you from ?
TP,1,1,0.8809,16,i like seafood but my favorite is meat and pizza . what do you do ?
FP,0,1,0.8219,10,i force it to watch game of thrones with me
FP,0,1,0.8722,13,it is . my mom reads palms at a fortune telling place .
FP,0,1,0.6464,14,thank god the witch is dead . but the cat is not obviously .
FP,0,1,0.624,15,"how cool is that , all i wanted to be was a yoga instructor ."
FP,0,1,0.9034,14,"i've to admit , i always opted for hte movie versions of books ."
TP,1,1,0.6906,11,i wish i had a real dragon i could train .
FP,0,1,0.8185,11,that is a cute name what kind of dog is her
TP,1,1,0.7477,3,i'm strong .
FN,1,0,0.415,17,"i own a pug , and he is the most loyal pet you will ever have ."
TP,1,1,0.8454,10,i start an internship in engineering later this year .
FN,1,0,0.2971,11,what was it called ? i have probably been there .
TP,1,1,0.9209,11,i like dogs sometimes but other times i just wanna scream
TP,1,1,0.6319,11,i think i've just found a cure for the common cold
FP,0,1,0.5697,10,thanks for not reacting negatively about me having 2 moms
FP,0,1,0.5315,11,just taking care of my mother . she's very sick .
TP,1,1,0.7719,16,"i train horses as a career , so i wish the cold would stay away ."
TN,0,0,0.2179,8,that's about all you really need to know
FP,0,1,0.7722,13,"yes lots of children , my wife cares for them at home ."
FP,0,1,0.7236,13,the bass player . he's the one who introduced me to anime .
FP,0,1,0.8456,6,what do you do for fun
FP,0,1,0.7212,7,she's a golden retriever very nice dogs
TP,1,1,0.5937,12,i live out the the country so asthma wouldn't be good .
TN,0,0,0.3044,17,good and you ? i just got done with my waitress job at a houston club .
TP,1,1,0.8403,7,i work at the grocery store .
FP,0,1,0.7184,12,just drink some cola with rum and you'll forget about them !
TP,1,1,0.7883,7,i go to a local college .
FN,1,0,0.2277,16,are you a guy ? i love to be around guys . they're so sexy .
FP,0,1,0.8868,9,"hockey is cool , my dad likes hockey ."
FP,0,1,0.7356,6,please do not trust anyone .
TP,1,1,0.5827,6,i'm a little rich i suppose
FP,0,1,0.6818,8,do you have any humans around you ?
TP,1,1,0.7845,12,i am great at catching a wave with my high school sweetheart
FP,0,1,0.8498,10,how to milk a cow it what i don't know
TP,1,1,0.8171,6,i have an older brother .
TN,0,0,0.2678,16,no kidding ? i was just listening to the same thing while taking a bath .
TP,1,1,0.84,7,i wish i could live forever .
FN,1,0,0.1717,16,"have fun , i love to live life to the fullest . . . . enjoy"
FN,1,0,0.4492,18,do you have anything planned for today ? i think i am going to do some canning .
TP,1,1,0.8732,6,i like to remodel homes .
FP,0,1,0.7267,14,"i wish i can sing , when i sing my four dogs howl ."
TN,0,0,0.2305,10,sounds a bit scary . i ve never been .
TN,0,0,0.3777,14,you must be very fast . hunting is one of my favorite hobbies .
FP,0,1,0.8719,6,where do you live at ?
TP,1,1,0.7536,6,i love to run fast .
FP,0,1,0.7204,15,"haha , that is helps with the fast food , do you have animals ?"
TN,0,0,0.2659,9,sounds like it could be a good time .
FP,0,1,0.899,6,i watch kids for a living
TP,1,1,0.8618,6,i like to play soccer .
TP,1,1,0.7758,6,i am in the army .
FP,0,1,0.7848,20,i got a new fly rod and reel for my wife . . . best trade i ever made .
FP,0,1,0.9115,6,no i do not follow baseball
TP,1,1,0.8217,10,i like rap music i like micheal jackson too .
FP,0,1,0.5336,15,great commitment to your beliefs . i admit i still eat meat only less .
TP,1,1,0.8481,7,i'm stuck in a wheel chair .
TP,1,1,0.743,12,i like rock opera my favorite song is two steps from hell
TN,0,0,0.2195,14,"no , not much , but i've lots of friends . i can ask"
TN,0,0,0.3692,18,"oh , that is cool . the career highlight of my schooling was winning a spelling bee ."
FP,0,1,0.5106,8,hi . how are you doing today ?
TP,1,1,0.8809,6,i am a soccer player .
TP,1,1,0.8372,13,what do you do for a living ? i'm in the army .
FP,0,1,0.7052,10,he definitely does ! do you have any hobbies ?
TP,1,1,0.7049,13,i was born male and transitioned to female when i was 17 .
FN,1,0,0.2736,17,"i've got a belly full of shrimp , so i'm fabulous . tell me about yourself ."
FP,0,1,0.9247,12,a noble pursuit . what kind of bait do you use ?
FP,0,1,0.8169,5,good i despise cheese greatly
TP,1,1,0.9239,8,i like to read books but not games
FP,0,1,0.7946,5,what artist of the usual
FP,0,1,0.8068,13,good because i eat steak often . are you in a band ?
FP,0,1,0.8835,11,they're both greyhounds . their names are tom and jerry .
FN,1,0,0.2888,9,i'm good . just listening to some tool .
TP,1,1,0.8351,5,we own our home .
FN,1,0,0.2536,8,i'm great today . such a nice day
FN,1,0,0.4073,18,what do you do for career ? i have a ton of hobbies if you are interested !
FP,0,1,0.8625,6,what is your favorite food ?
TP,1,1,0.7774,10,i am still in love with my ex boyfriend .
TP,1,1,0.9166,6,i am tall and blonde .
TP,1,1,0.9059,4,i'm a babysitter .
TP,1,1,0.8351,12,not like i want being a nurse on the military base .
FP,0,1,0.8164,12,"studying in college for phys ed , what do you do ?"
TP,1,1,0.7902,4,i've three tattoos .
FP,0,1,0.706,13,that sounds cute ! so what else do you do for fun ?
TP,1,1,0.8149,13,i love baking . maids huh ? fancy . are you rich ?
FN,1,0,0.4423,20,me too . i love technology . i wish i would never die . i wanna free dive forever .
TP,1,1,0.7875,5,hi there . i'm vegan
FP,0,1,0.7855,16,nothing really . i just like having nice new office supplies around . and books .
FP,0,1,0.5691,10,"cool , i play the drums every now and again"
FP,0,1,0.6414,12,"yes , cooking for family get togethers is one of my favorites"
FP,0,1,0.7429,18,"well i despise tofu and have never found any friends in it try tofu , for security ."
FP,0,1,0.6347,8,what changed your mind about doing it ?
FN,1,0,0.3721,12,"be careful , my area is a little iffy at night ."
FN,1,0,0.2128,14,i am great just about to head out fishing one of my favorite pastimes
TP,1,1,0.8405,9,i have always wanted a pot bellied pig .
TP,1,1,0.7357,9,"i prefer rock music , like led zeppelin ."
FP,0,1,0.593,17,"not much . just work , hang out with my boyfriend , singing lessons . . ."
FP,0,1,0.6434,14,you took your findings to the lab while you were in the shower ?
FN,1,0,0.263,8,i'm quite the coffee drinker myself . !
TP,1,1,0.6477,12,i love doing anything outdoors . especially in summer . you ?
FP,0,1,0.5602,8,hello ! how are you doing today ?
TN,0,0,0.152,17,hello there . how are you ? i got off from creating videos for discovery channel .
FP,0,1,0.5799,13,giant changes won't work without a strong foundation and evidence for initial success
FP,0,1,0.8054,16,being an author must be really neat . what type of books do you write ?
TN,0,0,0.3409,14,"wow , that sounds like an awesome job ! does he like it ?"
TP,1,1,0.8687,6,i am huge but act kindly
TP,1,1,0.7218,10,i love anime . my favorite is trinity blood .
FP,0,1,0.9087,5,i bet that it does
FP,0,1,0.7079,6,"good , how are you ?"
FP,0,1,0.6821,16,lol ! are there any places you guys like to go to as a family ?
TP,1,1,0.549,13,i have not . i can cook any word you want me to
TP,1,1,0.738,11,i like to donate time at the local animal shelter .
TP,1,1,0.6757,5,i am a veteran .
FP,0,1,0.6675,20,maybe i can get onw as a wedding gift . . being the middle kid sucks . parents neglect ya
TP,1,1,0.6495,14,"my mom is proud , i have the easter bunny hiding in my closet"
FN,1,0,0.476,13,i'm sure he does like it . what else do you do ?
FN,1,0,0.4611,19,"yeah . dreaming , sigh . now it is the pta and book clubs , four of them ."
TP,1,1,0.8889,12,i had to call 911 when i had a terrible headache .
FP,0,1,0.5598,16,i would love to have you as my chef during my summer vacation on lake michigan
TP,1,1,0.8541,10,when i am not singing i am playing tennis .
TP,1,1,0.6509,7,i am in so cal inland empire
TP,1,1,0.6355,9,i am in my late forties and live alone
FN,1,0,0.3901,15,i will be graduating in september and hope to get a teaching job soon .
TP,1,1,0.7296,9,my favorite book is anne of green gables .
TP,1,1,0.5271,11,"hi katie , i'm lucy . how was your weekend ?"
TP,1,1,0.879,10,i like to build computers on the side too .
TN,0,0,0.2842,13,that's interesting . i would love to start my own insurance company .
TP,1,1,0.737,10,i think it would be cold there too misery .
FP,0,1,0.8708,10,i give my family the top priority in my life
TP,1,1,0.8725,9,i live on a small farm in ohio .
FP,0,1,0.8238,8,a bank teller is a good job .
FP,0,1,0.6709,7,have you visited him there before ?
FP,0,1,0.7007,12,stealing isn't nice . dust makes my allergies act up too sometimes
TP,1,1,0.7915,16,i think i will can some jam . do you also play footfall for fun ?
FP,0,1,0.7063,4,do you work ?
FP,0,1,0.7591,7,that sucks you should go see her
FP,0,1,0.8443,11,"okay , its not a super fun gig but pays decent"
TP,1,1,0.7425,5,i live in vermont .
FP,0,1,0.6178,5,hey there hows it going
TP,1,1,0.8474,5,i am a barista .
FN,1,0,0.2843,20,"you are never alone , and the law firm i work for knows it . we fight for you ."
TP,1,1,0.6009,4,i've a daughter .
FP,0,1,0.6025,8,"alaska , you ? are you married ?"
TP,1,1,0.7607,7,i am good and yourself friend ?
FP,0,1,0.8176,7,was that in 3rd game ? p
TP,1,1,0.687,8,pretty . i like mountains alot you ?
FP,0,1,0.8026,13,eating healthy is easy for me cause i do not have a car
TP,1,1,0.7212,17,yeah . i always bake cookies when i am bored . do you have a hobby ?
TP,1,1,0.7869,6,my father worked for ge .
TP,1,1,0.7081,9,hi i am katie . i am a transgender
TP,1,1,0.8008,7,i like snowboarding and horseback riding .
TP,1,1,0.7573,13,i want to get a horse . i love to go horseback riding
FP,0,1,0.7914,14,"yes , pizza is my vice ! sour candy is good , also ."
TP,1,1,0.6359,9,where do you live ? i'm in vermont .
TP,1,1,0.7197,17,i have not read twilight yet but really want to . used to read black stallion .
TP,1,1,0.9327,7,fun i like to collect rare teapots
TP,1,1,0.8651,6,i live in the city .
FP,0,1,0.5544,10,that sounds exciting ! ! do you have any tatoos
TN,0,0,0.4438,7,thanks . tell me about you ?
TN,0,0,0.4737,10,if they have a good day i do too .
TP,1,1,0.784,13,whats the dogs name ? i have visited like 12 national parks .
TP,1,1,0.7069,7,people say i've a cute laugh .
FP,0,1,0.6237,11,i'll bake you a cake when you start your band .
FP,0,1,0.7117,7,me also what is your favorite ?
FP,0,1,0.6138,7,not yet . have you decided ?
TP,1,1,0.7203,5,i love to surf .
TP,1,1,0.8833,9,i'm a waitress at a popular houston club .
TP,1,1,0.8108,9,i like to cook but not with cheese obviously
FP,0,1,0.8274,9,sweet ! do you feed your snake beer ?
TP,1,1,0.7571,8,i've traveled to both ireland and australia .
TP,1,1,0.8103,9,i am a state trooper state of michigan !
FP,0,1,0.8698,6,i bet he loves it !
TP,1,1,0.7962,10,i love dogs ! what kind do you have ?
FN,1,0,0.1912,19,well if your sure i will keep dancing . i love it too hate to give it up .
TP,1,1,0.9354,6,i like to eat beef .
TP,1,1,0.8604,17,"wow ! i need to get outside , my school is huge . any good autographs ?"
TP,1,1,0.9299,9,i drive a motorcycle instead of a car .
TN,0,0,0.3773,17,its so interesting . the way computers work . i hope to own a repair shop .
FP,0,1,0.8143,11,"not really , in my spare time i write fictional novels"
TP,1,1,0.8085,10,i eat tuna fish salad at least every day .
FP,0,1,0.6495,7,do you have family in there ?
TP,1,1,0.8099,10,i love hairless asians . do you like carrots ?
FP,0,1,0.8174,14,i cannot ride horses . being that high off the ground is terrifying .
FP,0,1,0.8041,10,he will not lay on the porch no other time
TP,1,1,0.8563,5,i've borderline personality disorder .
TN,0,0,0.4327,17,"no way . that's my favorite team too . although , not cause of the colors ."
FP,0,1,0.7529,10,do u believe you can achieve anything because i do
FP,0,1,0.8686,6,do you enjoy eating cakes ?
FN,1,0,0.1734,20,"i am so great . for sure , no fl now . unless you are really good at swimming ?"
TN,0,0,0.1574,14,do not trust anyone ! is your vera nice ? ours is dead .
TP,1,1,0.8214,12,"no , i've no clue , pretty strict laws where i live"
TP,1,1,0.6465,6,i'm in to the photography business
FP,0,1,0.7194,12,well it takes a bus or a car to get there .
FP,0,1,0.8579,8,what do you do for a living ?
TP,1,1,0.692,9,i like to go hiking on the weekends .
TP,1,1,0.7779,10,my children let me down so i have been better
FP,0,1,0.6586,14,nice . i don't have any pets . do you have any kids ?
FP,0,1,0.7971,10,i give deep sea fishing tours at the beach sometimes
TP,1,1,0.5728,7,i'm from alabama . how about you
TN,0,0,0.3932,13,"that's good . i play sports , it helps me stay balanced ."
TP,1,1,0.6315,11,"congratulations , i'm single and hope to go to japan soon"
TP,1,1,0.8053,6,i'm a michigan state trooper .
TN,0,0,0.1814,13,"hopefully it gets better with time , wish i could meet her haha"
FP,0,1,0.7367,11,teachers are the foundation of our world . that's great .
FP,0,1,0.8448,6,good where do you work ?
TP,1,1,0.7927,5,i've a pet snake .
TP,1,1,0.8074,8,my favorite food is spaghetti and meatballs .
FP,0,1,0.7339,14,"only you , master . only you . the knives are now secured ."
TP,1,1,0.7889,15,do you see a lot of animals around your garden ? i love seeing animals
FP,0,1,0.8388,14,yes and ceo in prison for 5 years for bribery . retired here .
FP,0,1,0.9088,7,wow that must be insanely well paying
TP,1,1,0.9175,8,how tall are you ? i'm 5 5
FP,0,1,0.8394,8,"hey sean , what are you studying ?"
TP,1,1,0.904,6,my mom is a janitor .
TN,0,0,0.2487,12,that was probably wise . i'd have wanted to know more though
FN,1,0,0.3537,10,that is a good one . i have kids too
FN,1,0,0.1534,16,"wow that is intense , i am too much of scary cat to do that ."
TN,0,0,0.2864,12,now that is really cool . what else to you like ?
TP,1,1,0.556,10,"i am always so tired , how are you ?"
TP,1,1,0.8915,7,i'm in college to become a teacher
TN,0,0,0.3,14,yeah it is . i really hope they have a frat party again soon
TN,0,0,0.4426,7,oh well that isn't a good combination
FP,0,1,0.8821,6,why how tall are you ?
FP,0,1,0.7364,14,my younger brother is a cod player too . he is pretty good .
FP,0,1,0.6477,13,doesn't have to be chocolate . i can bake anything . sure !
FP,0,1,0.621,10,yummy ! mine is pasta . it is delicious .
FP,0,1,0.7108,7,"hi , what is your name ?"
TP,1,1,0.8383,7,i attend book club every week .
TP,1,1,0.8325,8,my major was american literature and education .
TN,0,0,0.1168,17,ambitious . i feel like you should focus on needs assessment and connection to services first .
FN,1,0,0.1882,17,that . s cool . . . i love to cook for my friends and family .
FP,0,1,0.688,8,"aw , how old is your daughter ?"
TP,1,1,0.8649,7,i work at the local bank .
TP,1,1,0.8291,7,i grew up on a farm .
FN,1,0,0.3094,8,that is nice . i work a lot
TP,1,1,0.8058,18,"that sounds fun ! i'm not sporty , aside from biking . do you coach high school ?"
TN,0,0,0.3384,9,idon't know i just worry about it constantly .
TP,1,1,0.7043,9,its a beautiful night i love the night air
FP,0,1,0.6735,5,hello how are you today
TP,1,1,0.8746,11,i prefer hiking outdoors and photography rather than crowded malls .
FP,0,1,0.533,14,i'd rather spend my money on going to concerts where i dance hard !
FN,1,0,0.4424,14,"i go almost every weekend , it is one of my favorite past times"
TP,1,1,0.8816,11,my parents don't know that i'm . . . homosexual .
FP,0,1,0.8391,8,do you usually make bank waiting tables ?
FN,1,0,0.3152,16,"its fun during the day , i like it esp when i can bring beer !"
TN,0,0,0.2211,19,"wow , i wish i had a big family . i grew up in a very small town ."
TP,1,1,0.5429,17,sounds relaxing . i am going on a cruise in a month . hoping to relax there
FP,0,1,0.82,14,"i mostly enjoy painting , but will often listen to music . you ?"
TN,0,0,0.1082,17,"hello , so glad to chat with you i do not do person to person contact well"
TP,1,1,0.793,5,i'm an environmental activist .
FP,0,1,0.6528,6,hey there how are you ?
TP,1,1,0.8851,6,my mom is a nurse .
TP,1,1,0.9306,9,i live in a house in the country .
FP,0,1,0.9284,12,yeah the exploding ones left cool black marks on my wall though
TN,0,0,0.1595,9,same here . better days ahead i hope .
FP,0,1,0.7958,13,dang they do move on to 5 letter words then . rough .
FN,1,0,0.2657,11,neat ! are you married ? i'm 35 and single .
FP,0,1,0.5994,13,oh my i've never had green eggs . what is your name ?
FP,0,1,0.5023,14,we can be one . love surfing the internet so we can always chat
FN,1,0,0.3745,9,i know what you mean i'm just so simple
FN,1,0,0.4479,8,what is that ? i'm not familiar .
FP,0,1,0.7755,15,"up north normally . dragons are cold blooded , even though they breathe fire ."
FP,0,1,0.6036,6,hi how are you doing ?
FP,0,1,0.6992,8,oh great ! we can garden too .
TP,1,1,0.8418,12,i'm a bad driver and have been in a few crashes .
TN,0,0,0.4523,9,oh no it isn't it is my car lol
TP,1,1,0.8779,8,me too . i like repairing busted ones
TP,1,1,0.7772,6,i live on an island .
FP,0,1,0.5562,7,"how fun , are you single ?"
TN,0,0,0.3811,13,"well , my bf studies so i thought i'd try as well ."
TP,1,1,0.6789,17,does she like to fish ? that is a deal breaker for me . i love fishing
FP,0,1,0.7661,15,"nah . but i do not drink it , i stick to almond milk ."
FP,0,1,0.9047,5,do you like computers ?
TN,0,0,0.4715,17,my prius will not fit all our children so we are upgrading to a van soon .
TP,1,1,0.8238,8,i had when i wrote my first book
FP,0,1,0.7402,6,its was very warm outside today
FN,1,0,0.3987,17,"i am sorry . have your parents taught you about philosophy , i study it a umass"
FP,0,1,0.7455,11,"i volunteer at a farm , do you like animals ?"
TN,0,0,0.2436,9,oh that sounds like a lot of fun .
TP,1,1,0.8766,4,i'm large but harmless
TP,1,1,0.8588,17,i am studying forestry management . i do not want to be a custodian like mom .
TP,1,1,0.7618,10,yes i am . i don't care for sports much
TP,1,1,0.8546,11,my favorite holiday is halloween because i like dressing up .
TN,0,0,0.465,13,great ! just go off work at the smoothie shop . you ?
FP,0,1,0.8419,8,canada is great for winter sports too .
TP,1,1,0.7449,9,i want to be in a band someday .
FN,1,0,0.4468,17,comedies ! i like when my dog and cat come to bed with me to watch movies
TN,0,0,0.493,6,he's so weird i tell you
TP,1,1,0.8685,5,i enjoy playing tennis .
FP,0,1,0.5136,19,"what did you do to get kicked out ? props to you for planning for college , btw !"
TP,1,1,0.7496,6,i am an aspiring singer .
TP,1,1,0.814,5,i do welding mostly yeah
TP,1,1,0.5062,17,"i like rock too , but sometimes i listen to gary human with my hipster friends ."
FN,1,0,0.1587,13,"sorry to hear , i work for a large adoption law firm ."
FP,0,1,0.9213,6,how old are you now ?
TP,1,1,0.5722,11,gosh that's creepy . i'm going to watch baseball now .
FP,0,1,0.6386,11,witty is good that means you have a sense of humor
TP,1,1,0.8692,6,i love the game halo .
TP,1,1,0.7786,4,i live alone .
FP,0,1,0.6336,6,hello how are you today ?
FP,0,1,0.9451,9,do you follow baseball at a ; ; ?
TP,1,1,0.5553,7,"very nice , i am vegetarian too"
FP,0,1,0.9281,14,"girl power ! that is so cool , do you wear zebras socks ?"
TP,1,1,0.8148,5,i am a veterinarian .
FP,0,1,0.5996,7,hello how are you this evening ?
TP,1,1,0.5561,9,nice to meet you too ! i'm vladimir .
TP,1,1,0.7583,6,i am a night owl .
TP,1,1,0.7263,13,i'm a call of duty girl i cant wait for the new one
TP,1,1,0.8623,8,i'm going on a cruise next month .
FP,0,1,0.6664,12,you said that before . haha . where are you from ?
TP,1,1,0.8324,10,"sweet , i like sweet potatoes and jumping off cliffs"
FP,0,1,0.9025,10,i don't like carrots . i throw them away .
TP,1,1,0.6913,9,yes i like to entertain playing the drums .
FP,0,1,0.8837,10,is your hair color blonde ? tv loves blondes .
TN,0,0,0.2767,14,it can be fun but i do have to mix it up a ton
FP,0,1,0.768,7,sounds painful how big was the carrot
TN,0,0,0.2923,14,greetings . . today would be wonderful if i were royalty . . .
TP,1,1,0.7224,15,i'm sure i can lift 10 nurses . bring on the nurses ! ! !
TP,1,1,0.9053,6,i am 19 years old .
FP,0,1,0.5153,8,"ok i see , that's your halloween costume"
TP,1,1,0.7868,12,i love watching college basketball and rocking out to classic rock .
FP,0,1,0.6776,15,pig would be fun . i wonder if one would free dive with me ?
FP,0,1,0.8844,6,"i see , i play guitar"
FP,0,1,0.6461,7,you work for a funeral home ?
TP,1,1,0.5413,7,i'm doing good how about you ?
TP,1,1,0.8176,5,i have three tattoos .
FN,1,0,0.1376,20,"hi , how are you doing ? i'm getting ready to do some cheetah chasing to stay in shape ."
TP,1,1,0.8625,6,i like to go hunting .
TN,0,0,0.4474,12,"that's awesome , when i was young like that i tried acting"
TP,1,1,0.7421,14,"i struggle to maintain a constant eye contact with people , my eye wanders"
TP,1,1,0.6768,18,i love to go dancing . i love eating out . do you have any favorite foods ?
TP,1,1,0.9509,6,i am ten years old .
FN,1,0,0.114,16,"hi , i am a mechanic who lives alone . . . how about you ?"
TP,1,1,0.6865,5,i love my girlfriend .
FP,0,1,0.8932,11,i've never tried to garden but my mom loves it .
FP,0,1,0.8985,9,"ll i've 3 , my parents do not know"
TN,0,0,0.4954,10,okay that's ridiculous lol . why so many moves ?
TP,1,1,0.8078,10,i go to at least 10 concerts a year .
TP,1,1,0.6779,4,i am argentinian .
TP,1,1,0.7741,9,going snorkeling is my favorite thing to do .
FN,1,0,0.4111,10,well then . . . i do i love it
TP,1,1,0.8647,9,i do not like green eggs and ham .
TN,0,0,0.3727,5,that is a good start
TN,0,0,0.1365,11,"true , very true , so what are you doing ?"
FP,0,1,0.5625,13,is it all organic ? i found that sometimes chemicals are necessary .
FP,0,1,0.9006,16,i would have to say its prime rib . do you have any favorite foods ?
TP,1,1,0.7269,10,yeah i need to get away from all these cows
FN,1,0,0.4161,14,you will be blown away by the ending ! i love that show .
FP,0,1,0.5166,7,200 of what i don't get it
TP,1,1,0.8461,5,i am a vegan .
FP,0,1,0.6398,7,it is fun i can't get enough
